24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,,,,,24,,,24,,,,,,24,,,,,24
24,,,,,24,,,24,,,,,,24,,,,,24
24,,,,,24,24,24,24,,,,,,24,,,,,24
24,,,,,24,,,24,,,,,,24,,,,,24
24,,,,,24,,,24,,,,,,24,,,,,24
24,24,24,24,,24,,,24,,,,,,24,,,,,24
24,,,,,24,,,24,,,,,,24,,,,,24
24,,24,24,,24,,,24,,,,,,24,,,,,24
24,,24,,,24,,,24,,,,,,24,,,,,24
24,,24,24,,24,,,24,,,,,,24,,,,,24
24,,24,,,24,,,24,,,,,,24,24,24,,24,24
24,,24,24,,24,,,24,,,,,,24,,,,24,24
24,,,,,24,,,24,,,,,,24,,24,24,24,24
24,,24,24,,24,,,24,,,,,,24,,24,,,24
24,,,24,,24,,,24,,,,,,24,,24,24,,24
24,,24,,,24,,,,,,,,,32,,,,,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,24
24,,,,,,,,,,,,,,,,,,,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
