12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,100,12,31,12,12,90,12,12,12,12,12,12,35,12,12,70,12,12,12
12,12,12,12,12,12,12,12,12,12,60,12,12,12,12,12,12,12,31,12
12,31,12,31,12,12,12,12,12,12,12,12,12,12,12,12,31,12,12,12
12,12,12,12,12,12,70,12,12,12,31,12,12,12,12,12,12,12,12,12
12,12,31,12,40,12,12,12,12,12,12,31,12,12,12,12,31,12,31,12
12,12,12,12,23,12,12,12,12,31,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,31,12,12,12,12,12,12,12,12,12,12,31,12,12
12,12,12,12,12,12,12,12,12,12,12,31,12,12,12,31,12,12,12,12
12,12,12,31,12,12,12,31,12,31,12,12,12,12,12,12,12,31,12,12
12,12,12,12,12,12,12,12,12,12,31,12,12,12,12,12,12,12,12,12
12,12,12,31,12,12,12,31,12,12,12,12,12,12,12,12,12,23,12,12
12,12,12,12,12,12,12,12,12,63,12,12,12,12,12,12,12,42,12,12
12,12,12,31,12,12,31,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,31,12,12,12,12,12,12,31,12,12
12,12,70,12,12,12,31,12,12,12,31,12,12,12,12,12,12,12,12,12
12,31,12,31,12,12,31,12,50,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,35,12,12,12,12,12,12,12,12,12,12,12,41,23,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
