11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,31,11,31,11,11,11,31,11,11,11,11,11,11
11,11,11,11,11,11,11,38,11,11,11,11,11,11,11,11,31,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,38,31,11,11,11,11,11
11,11,11,11,11,31,11,11,11,11,11,11,11,11,31,31,31,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,31,11,11
11,11,11,11,11,11,11,31,31,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,31,31,31,31,11,11,11
11,11,11,11,11,11,11,11,11,11,11,35,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,1,11,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,31,11,38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
